t,y
1.79,2.49
0.05,0.53
1.21,4.57
1.26,4.92
1.81,1.93
1.6,3.65
0.44,3.3
0.81,4.62
1.87,1.86
0.04,0.57
1.01,5.2
1.28,4.72
0.96,4.86
1.08,5.39
1.61,3.22
1.17,4.98
0.97,5.22
1.21,5.01
0.78,4.68
1.61,3.49
0.6,3.95
0.56,4.17
0.78,4.63
1.32,4.65
0.27,2.33
1.01,4.92
1.71,2.75
0.91,5.14
2.0,0.35
1.06,5.21
0.59,4.04
0.97,4.97
1.57,3.58
0.39,3.56
0.73,4.71
1.01,5.26
1.35,4.76
0.85,5.13
0.51,3.99
1.06,5.13
0.52,3.98
1.17,5.01
1.22,4.76
0.77,4.95
0.95,5.07
1.46,4.04
1.72,2.67
1.72,2.68
0.0,0.04
0.34,3.05
0.3,2.71
0.23,2.19
1.89,1.64
1.89,1.42
1.62,3.31
1.19,4.96
1.35,4.81
1.98,0.78
0.72,4.41
0.8,4.65
1.93,1.22
0.55,4.33
1.07,5.4
0.55,4.34
0.68,4.44
1.67,3.34
1.12,4.85
1.6,3.44
0.96,5.22
0.3,2.62
0.56,4.13
1.59,3.4
1.06,5.17
1.12,4.99
1.01,4.89
0.47,3.8
0.69,4.52
1.35,4.65
0.18,1.65
1.22,4.9
0.06,0.64
0.34,2.92
1.52,4.05
1.91,0.95
1.84,1.41
1.47,4.14
0.67,4.56
1.6,3.58
1.56,3.82
1.04,5.05
1.13,4.98
1.09,5.19
1.41,4.06
1.9,1.67
0.69,4.41
0.89,4.85
2.02,0.53
1.29,4.96
0.96,5.21
1.81,2.4
1.41,4.69
1.95,0.33
1.65,3.12
1.82,2.11
0.42,3.43
0.19,1.93
1.82,2.04
1.18,5.14
1.24,4.67
0.63,4.17
1.26,5.01
1.21,4.8
1.38,4.64
0.64,4.47
0.25,2.11
0.49,4.06
1.88,1.23
0.8,5.03
0.54,3.58
0.78,4.46
0.9,5.02
1.51,3.9
0.51,3.65
1.68,2.76
0.94,4.81
1.17,5.19
1.35,4.96
0.47,3.44
1.13,4.84
0.81,5.09
1.63,3.33
0.98,5.11
0.9,4.99
1.3,4.77
1.35,4.62
0.17,1.35
0.76,4.61
1.41,4.33
1.87,1.63
0.42,3.31
1.19,4.97
1.44,4.32
0.73,5.21
1.47,4.24
0.79,4.65
0.4,2.97
1.84,1.54
0.84,5.31
1.52,3.71
0.8,4.71
0.72,4.74
1.14,4.9
1.24,4.87
0.59,4.39
1.94,0.85
1.34,4.32
0.99,4.81
0.69,4.52
0.33,2.57
1.57,3.88
0.04,0.65
1.0,4.96
0.94,5.31
0.08,0.63
1.28,4.72
1.33,4.61
0.5,3.97
0.25,1.87
1.0,4.74
0.37,3.44
0.23,1.84
0.91,4.96
0.15,1.4
1.24,4.93
1.63,3.16
0.19,1.83
1.23,5.24
0.74,4.51
1.98,0.76
1.36,4.45
1.45,4.4
0.64,4.53
1.0,5.01
1.81,2.0
0.04,0.31
1.36,4.7
1.32,4.94
0.1,0.78
0.6,3.91
1.3,4.91
0.25,2.38
0.11,0.87
0.69,4.41
0.81,4.86
1.41,4.46
1.85,1.64
1.87,1.35
1.95,0.79
1.39,4.43
0.08,0.86
1.85,1.9
1.59,3.39
0.94,5.13
1.9,1.18
1.87,1.46
1.05,5.22
1.33,4.71
2.03,0.28
0.4,2.96
1.71,2.56
1.15,4.89
1.55,3.64
0.35,2.99
1.65,3.01
1.64,3.27
0.35,2.98
1.22,4.93
1.67,3.3
1.29,4.8
1.02,5.05
2.0,0.3
1.03,5.5
1.58,3.2
0.23,2.11
1.16,5.44
0.87,4.87
1.95,0.82
0.89,4.92
0.96,5.07
1.61,3.9
1.57,3.64
0.03,0.0
1.81,2.44
1.23,4.97
0.04,0.89
0.09,0.77
0.43,3.0
0.15,1.13
0.71,4.27
1.91,1.02
1.61,3.42
0.18,1.96
0.63,4.08
0.05,0.33
0.81,4.85
1.29,4.59
0.85,4.76
1.32,4.97
0.04,0.32
1.64,3.23
0.78,4.79
0.74,4.85
